skill,sub_skill,level,prompt_text,options,correct_answer,explanation
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'She is ___ dinner in the kitchen now.',"{""A"": ""makeing"", ""B"": ""makking"", ""C"": ""maked"", ""D"": ""making""}","""D""","Verbs ending in silent -e drop the e before -ing: 'making'. 'Makeing' keeps the e, which is the classic spelling trap."
WRITING,GRAMMAR,BEGINNER,Complete the question: '___ you come to my party tomorrow?',"{""A"": ""Will"", ""B"": ""Do"", ""C"": ""Are"", ""D"": ""Would to""}","""A""","A future invitation is asked with 'Will you...?' + base verb. 'Do you come' asks about a habit, and 'tomorrow' shows the question is about the future."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'Listen! There is ___ at the door.',"{""A"": ""anybody"", ""B"": ""nobody is"", ""C"": ""somebody"", ""D"": ""anywhere""}","""C""","Positive statements use 'somebody', just as they use 'some'. 'Anybody' is the trap because it belongs in questions and negatives."
WRITING,GRAMMAR,BEGINNER,"Complete the sentence: 'I looked in the box, but there was ___ inside.'","{""A"": ""anything"", ""B"": ""nothing"", ""C"": ""something"", ""D"": ""none""}","""B""",The positive verb 'was' needs the negative word 'nothing' to give a negative meaning. 'Anything' would need a negative verb: 'there wasn't anything'.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'I ___ born in 2005 in Kerala.',"{""A"": ""am"", ""B"": ""is"", ""C"": ""were"", ""D"": ""was""}","""D""","Talking about birth uses the past: 'I was born'. 'I am born' is a very frequent error, but birth happened in the past, so the present 'am' is wrong."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'I ___ my homework every evening after dinner.',"{""A"": ""make"", ""B"": ""do"", ""C"": ""does"", ""D"": ""doing""}","""B""","English says 'do homework', not 'make homework'. 'Make' is the classic confusion because many languages use one verb for both."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'I exercise ___ the morning before breakfast.',"{""A"": ""in"", ""B"": ""at"", ""C"": ""on"", ""D"": ""by""}","""A""","Parts of the day take 'in': 'in the morning', 'in the evening'. 'At' is the trap because we say 'at night' — but morning follows the 'in' pattern."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'Everyone ___ happy about the holiday.',"{""A"": ""are"", ""B"": ""have"", ""C"": ""is"", ""D"": ""be""}","""C""","Everyone' looks like it means many people, but grammatically it is singular and takes 'is'. 'Everyone are' is the frequent error caused by the plural meaning."
WRITING,GRAMMAR,BEGINNER,Complete the question: '___ of these two colours do you like better?',"{""A"": ""What"", ""B"": ""Which"", ""C"": ""Who"", ""D"": ""Whose""}","""B""","Choosing from a small, known set uses 'Which'. 'What' asks about an open, unlimited choice, so it does not fit 'of these two'."
WRITING,GRAMMAR,BEGINNER,"Complete the sentence: 'It was raining heavily, ___ we stayed inside.'","{""A"": ""because"", ""B"": ""but"", ""C"": ""or"", ""D"": ""so""}","""D""","Staying inside is the result of the rain, and results are introduced by 'so'. 'Because' is the trap — it would introduce the reason, not the result."
WRITING,GRAMMAR,BEGINNER,"Complete the sentence: 'The car is parked ___ the house, near the gate.'","{""A"": ""in front of"", ""B"": ""front"", ""C"": ""before of"", ""D"": ""in the front from""}","""A""",Position at the front of something uses the three-word phrase 'in front of'. 'Before of' and 'front' alone break the fixed pattern.
WRITING,GRAMMAR,BEGINNER,Choose the correct sentence:,"{""A"": ""My father he works in Dubai."", ""B"": ""My father, works in Dubai."", ""C"": ""My father works in Dubai."", ""D"": ""Works my father in Dubai.""}","""C""","A sentence needs only one subject, so 'my father' cannot be repeated with 'he'. Option A doubles the subject, which is a very common spoken-style error in writing."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'People in Kerala ___ very friendly.',"{""A"": ""is"", ""B"": ""are"", ""C"": ""be"", ""D"": ""am""}","""B""","People' is already plural (the plural of 'person'), so it takes 'are'. 'People is' is a frequent error caused by the word looking singular."
